,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,cluster,label
18783,90,2,5,0.15,1,0,1
18784,239,2,10,0.29,1,3,0
18785,150,1,23,1.42,1,0,0
18786,300,2,22,0.64,1,3,0
18787,125,30,3,0.09,9,0,0
18788,60,2,20,0.59,1,0,1
18789,200,3,25,0.73,1,3,0
18790,50,5,2,0.06,1,0,1
18792,100,1,134,3.95,3,0,1
18793,50,3,111,3.21,1,0,0
18795,50,3,86,2.57,4,0,1
18796,198,2,22,0.64,1,3,0
18798,200,3,24,0.71,1,3,0
18799,55,5,27,0.81,2,0,1
18800,80,1,38,1.1,1,0,1
18801,165,3,2,0.06,1,3,0
18802,415,2,57,1.68,2,3,0
18804,235,3,3,0.09,1,3,0
18805,99,1,26,0.93,1,0,1
18806,180,7,17,0.53,1,3,0
18807,180,31,8,0.23,1,3,0
18808,100,3,4,0.12,1,0,0
18809,88,1,8,0.23,1,0,1
18810,56,1,154,4.49,2,0,1
18811,98,2,6,0.66,1,0,0
18812,93,3,48,1.42,1,0,0
18813,60,2,73,2.13,2,0,1
18814,250,3,41,1.2,1,3,0
18815,225,2,51,1.51,1,3,0
18816,400,14,2,0.06,4,3,0
18817,130,2,5,0.15,2,0,0
18818,249,2,43,1.27,1,3,0
18819,85,30,42,1.24,1,0,0
18820,30,2,56,1.68,1,0,1
18821,60,1,204,5.92,1,0,1
18822,80,1,97,2.9,3,0,1
18823,129,1,133,3.95,1,0,1
18824,250,2,37,1.09,1,3,2
18825,110,2,26,0.76,4,0,1
18827,75,2,8,0.23,5,0,1
18828,199,30,2,0.08,121,3,0
18829,129,3,67,1.96,1,0,0
18830,75,1,3,0.09,1,0,1
18831,105,2,48,1.42,1,0,0
18832,49,3,25,0.73,2,0,1
18833,215,3,3,0.1,1,3,1
18834,85,3,4,0.18,1,0,0
18835,102,1,44,1.3,1,0,0
18836,85,2,16,0.47,1,0,1
18837,25,2,1,0.03,1,0,1
18839,41,2,57,1.67,1,0,1
18840,280,10,5,0.14,1,3,0
18841,165,5,1,0.03,1,3,0
18842,40,1,163,4.75,1,0,1
18843,120,1,20,0.59,1,0,1
18844,60,7,4,0.12,2,0,1
18845,70,1,174,5.06,1,0,1
18846,130,3,10,0.29,1,0,0
18848,80,1,4,0.12,1,0,1
18849,145,3,96,2.87,2,0,0
18850,260,2,8,0.23,1,3,0
18851,86,4,55,1.62,1,0,0
18852,219,1,5,0.16,1,3,0
18853,90,2,3,0.11,2,0,1
18854,70,3,3,0.09,2,0,1
18857,85,2,87,2.54,1,0,1
18858,125,5,2,0.06,1,0,0
18859,60,1,11,0.57,2,0,1
18860,225,2,84,2.47,1,3,0
18861,100,2,161,4.78,1,0,0
18862,218,2,117,3.41,1,3,0
18863,200,3,6,0.22,1,3,0
18864,55,2,114,3.34,1,0,1
18865,90,3,17,0.5,1,0,1
18866,105,5,26,0.77,1,0,0
18867,195,7,28,0.92,1,3,0
18869,150,2,14,0.41,1,0,0
18872,185,4,2,0.06,1,3,0
18873,50,3,63,1.91,4,0,1
18874,70,1,39,1.66,2,0,1
18875,180,4,45,1.32,1,3,0
18876,65,2,74,2.16,5,0,1
18877,69,2,100,3.09,9,0,1
18878,500,3,3,0.09,2,1,0
18879,40,1,168,4.91,13,0,1
18880,85,2,31,0.92,1,0,0
18881,250,1,3,0.15,1,3,0
18882,69,1,99,5.22,2,0,0
18883,270,3,70,2.06,3,3,0
18884,53,3,2,0.06,1,0,1
18885,100,3,33,2.12,1,0,0
18886,52,1,14,0.43,2,0,1
18887,299,2,2,0.18,13,3,0
18888,175,30,1,0.04,96,3,0
18889,43,4,10,0.3,1,0,1
18890,50,1,35,1.03,2,0,1
18892,70,1,109,3.19,1,0,1
18893,78,1,80,2.44,1,0,1
18894,50,1,43,1.26,2,0,1
18895,200,30,4,0.17,9,3,0
18896,60,3,76,2.24,2,0,1
18897,150,2,8,0.23,1,0,0
18898,75,1,212,6.19,1,0,1
18899,150,4,123,3.61,1,0,0
18900,129,1,98,2.87,3,0,1
18901,220,2,24,0.7,1,3,0
18903,105,1,7,0.21,1,0,0
18904,125,2,98,2.88,2,0,1
18905,378,2,1,0.05,13,3,1
18906,61,2,15,0.44,1,0,1
18908,75,2,2,0.29,1,0,1
18909,80,5,2,0.06,1,0,1
18911,259,1,157,4.58,1,3,0
18912,70,5,17,0.49,1,0,0
18913,60,1,1,0.03,1,0,1
18914,65,3,37,1.09,1,0,1
18915,180,3,10,0.3,1,3,0
18916,180,2,126,3.74,1,3,0
18917,45,5,15,0.44,6,0,1
18918,112,2,1,0.04,2,0,1
18919,168,1,138,4.08,1,3,0
18921,130,1,13,0.38,1,0,0
18923,142,30,7,0.24,91,0,0
18924,199,4,6,0.19,2,3,0
18925,60,1,5,0.15,1,0,1
18927,85,2,19,0.6,1,0,1
18928,99,3,123,3.72,1,0,1
18929,37,1,12,0.35,2,0,2
18930,40,1,1,0.03,1,0,1
18931,45,2,97,2.92,2,0,1
18932,77,5,19,0.56,3,0,0
18933,55,7,3,0.09,1,0,1
18934,60,1,105,3.07,1,0,1
18936,40,2,8,0.24,1,0,0
18937,68,3,16,0.47,2,0,1
18938,85,7,1,0.03,1,0,1
18939,55,1,168,4.93,3,0,1
18940,45,1,134,3.93,3,0,1
18941,50,1,143,4.25,3,0,1
18942,54,3,29,0.93,2,0,0
18943,70,2,125,3.65,5,0,1
18945,150,30,6,0.18,1,0,0
18946,249,5,24,0.71,1,3,0
18947,90,6,2,0.06,3,0,0
18948,584,5,89,2.62,1,1,0
18949,135,30,2,0.07,96,0,1
18950,55,2,41,1.25,4,0,1
18951,267,30,1,0.04,87,3,0
18952,350,3,85,2.5,1,3,0
18953,99,2,41,1.24,2,0,0
18954,40,30,1,0.04,43,0,1
18956,43,30,2,0.07,43,0,1
18957,45,2,38,1.24,4,0,1
18958,88,4,8,0.24,1,0,0
18961,40,1,5,0.15,1,0,1
18963,115,1,15,0.44,3,0,1
18965,65,2,41,1.2,1,0,1
18966,110,4,32,0.94,1,0,1
18968,47,30,10,0.31,10,0,1
18969,150,2,36,1.06,1,0,1
18970,249,6,49,1.46,1,3,0
18971,225,2,15,0.44,1,3,0
18972,195,2,128,3.77,1,3,0
18973,90,3,6,0.18,2,0,1
18974,64,3,97,2.9,2,0,1
18975,750,30,42,1.24,1,1,0
18978,105,2,4,0.12,1,0,0
18979,215,30,16,0.48,2,3,0
18981,79,4,26,0.78,1,0,1
18982,155,2,95,2.86,1,0,0
18983,99,3,20,0.61,4,0,1
18984,57,30,1,0.05,43,0,1
18985,140,2,105,3.09,1,0,1
18986,69,2,56,1.8,5,0,1
18988,95,3,29,0.85,1,0,1
18989,150,4,12,0.37,1,0,0
18990,110,1,200,5.87,4,0,1
18991,175,30,5,0.16,14,3,0
18992,85,2,132,3.91,1,0,0
18993,76,7,24,0.71,1,0,0
18994,399,3,1,0.03,1,3,0
18995,79,1,5,0.16,2,0,1
18996,41,4,4,0.16,1,0,1
18997,85,1,2,0.09,8,0,1
18998,120,30,8,0.23,8,0,1
18999,65,1,98,2.87,5,0,1
19000,54,3,169,4.98,1,0,1
19001,60,4,2,0.06,1,0,1
19003,250,3,19,0.57,1,3,0
19004,125,14,10,0.3,1,0,0
19005,80,5,1,0.03,1,0,1
19006,105,2,3,0.09,1,0,0
19007,60,2,34,1.0,2,0,1
19008,239,3,11,0.52,1,3,1
19009,200,3,8,0.24,1,3,0
19010,250,3,1,0.03,1,3,0
19011,200,3,79,2.33,1,3,0
19012,75,10,13,0.4,2,0,1
19013,225,1,2,0.06,1,3,0
19014,110,2,41,1.21,1,0,1
19015,75,2,8,0.68,1,0,1
19016,40,3,1,0.1,1,0,1
19017,100,3,26,0.76,1,0,0
19018,55,2,3,0.09,1,0,1
19019,185,2,1,0.03,1,3,0
19021,165,3,57,1.7,1,3,0
19022,188,2,25,0.74,1,3,0
19023,140,3,62,1.88,1,0,0
19024,115,2,5,0.15,1,0,0
19025,150,2,16,0.48,1,0,0
19026,300,4,69,2.05,1,3,0
19027,132,4,10,0.57,2,0,1
19028,95,1,78,2.33,2,0,1
19029,85,5,3,0.17,2,0,1
19030,65,3,14,0.41,2,0,1
19031,150,2,66,2.01,2,0,0
19032,100,4,12,0.42,1,0,1
19033,119,2,12,0.36,1,0,1
19034,200,3,170,4.99,1,3,0
19035,90,1,222,6.61,1,0,0
19036,163,2,9,0.27,1,3,0
19037,68,2,92,3.17,2,0,1
19038,100,3,54,1.72,1,0,0
19039,169,30,5,0.15,23,3,0
19042,70,2,59,1.77,2,0,1
19043,90,1,43,1.28,2,0,1
19044,100,2,74,2.2,3,0,1
19045,65,1,23,0.69,1,0,1
19046,110,30,10,0.34,34,0,0
19047,46,1,1,0.03,1,0,1
19048,40,3,28,2.64,2,0,1
19049,80,1,19,0.58,1,0,1
19050,249,1,1,0.03,1,3,0
19051,110,3,7,0.26,1,0,1
19052,48,1,6,2.9,1,0,1
19053,50,2,77,2.3,1,0,1
19054,135,30,68,2.01,2,0,0
19055,59,3,9,0.27,1,0,1
19056,149,2,24,0.71,2,0,1
19057,35,1,34,1.01,3,0,2
19058,85,3,33,0.97,8,0,0
19059,120,4,13,0.39,1,0,0
19062,180,1,205,6.07,1,3,1
19063,299,1,103,3.11,1,3,0
19064,60,14,1,0.05,1,0,1
19065,45,3,2,0.06,2,0,1
19066,50,1,49,1.44,1,0,1
19068,151,2,13,0.41,1,0,0
19070,160,5,102,3.04,4,0,0
19071,55,2,51,1.52,1,0,1
19072,120,3,21,0.63,2,0,1
19073,699,3,4,0.12,12,1,1
19074,65,7,2,0.06,4,0,1
19075,130,1,104,3.2,1,0,1
19076,70,1,15,0.45,1,0,1
19077,67,180,4,0.15,19,0,0
19078,130,2,73,2.15,1,0,0
19079,117,30,9,0.3,91,0,0
19080,98,2,4,0.17,1,0,0
19081,120,5,3,0.09,3,0,0
19082,75,3,72,2.14,1,0,1
19084,60,1,25,0.74,4,0,1
19085,40,5,19,0.57,3,0,1
19087,60,1,34,1.05,4,0,1
19089,95,1,7,0.21,1,0,2
19090,124,2,1,0.03,1,0,0
19092,90,4,1,0.03,2,0,1
19093,70,1,23,0.73,4,0,1
19094,150,1,23,0.78,3,0,0
19095,93,2,38,1.28,1,0,0
19096,80,7,5,0.15,1,0,1
19097,76,2,23,0.68,1,0,1
19098,113,30,6,0.18,5,0,0
19099,130,10,1,0.03,1,0,0
19100,160,30,6,0.19,1,3,0
19101,89,3,3,0.09,1,0,1
19102,50,2,2,0.17,1,0,1
19103,150,9,4,0.13,1,0,0
19104,125,30,11,0.34,3,0,0
19105,85,1,48,1.41,3,0,1
19106,45,2,4,0.13,1,0,1
19108,170,2,94,2.99,1,3,0
19109,85,1,38,1.12,1,0,0
19110,462,2,3,0.1,13,1,0
19111,198,2,30,0.89,13,3,1
19112,198,2,16,0.51,13,3,0
19113,43,3,69,2.08,1,0,1
19114,65,1,3,0.12,2,0,1
19115,41,2,8,0.24,1,0,1
19116,89,5,1,0.03,1,0,1
19117,80,2,106,3.14,1,0,1
19119,80,5,9,0.29,2,0,1
19120,75,4,87,2.61,2,0,1
19121,749,2,5,0.15,12,1,1
19122,799,4,3,0.09,12,1,1
19123,599,3,8,0.24,12,1,1
19124,75,3,18,0.54,2,0,1
19125,79,1,7,0.21,1,0,1
19126,699,3,3,0.09,12,1,1
19127,499,3,12,0.36,12,1,1
19128,175,3,71,2.23,1,3,0
19129,110,1,20,0.63,3,0,1
19131,50,14,54,1.61,2,0,1
19132,50,3,15,0.45,2,0,1
19133,150,20,38,1.13,1,0,0
19134,50,2,5,0.15,1,0,1
19135,799,3,2,0.06,12,1,1
19136,499,3,7,0.21,12,1,1
19137,189,2,136,4.09,2,3,0
19138,649,2,13,0.39,12,1,1
19139,799,4,3,0.09,12,1,1
19140,275,2,5,0.15,1,3,0
19141,100,2,45,1.36,1,0,1
19142,70,30,14,0.76,1,0,0
19144,95,1,81,2.42,4,0,0
19145,140,3,137,4.07,1,0,0
19146,75,1,318,9.39,1,0,1
19148,65,4,42,1.34,1,0,1
19155,33,10,5,0.16,1,0,1
19156,350,2,19,0.58,1,3,0
19161,200,30,9,0.28,2,3,0
19162,214,2,15,0.48,1,3,0
19163,40,2,21,0.63,1,0,1
19164,39,2,104,3.09,4,0,1
19165,75,3,54,1.61,2,0,1
19166,100,2,12,0.36,1,0,1
19167,49,1,56,1.83,6,0,1
19168,185,3,109,3.25,1,3,0
19169,100,3,9,0.27,1,0,1
19170,130,4,8,0.24,1,0,0
19171,375,1,16,0.51,1,3,0
19172,69,30,1,0.03,1,0,1
19173,125,2,27,0.88,1,0,1
19174,85,1,31,0.93,3,0,1
19175,59,3,49,1.51,2,0,1
19176,110,30,2,0.06,1,0,0
19177,250,2,6,0.18,1,3,0
19178,175,2,10,0.31,1,3,0
19179,99,2,38,1.13,1,0,1
19180,175,3,20,0.61,1,3,0
19181,38,30,5,0.15,4,0,1
19182,77,2,9,0.29,2,0,1
19183,850,3,32,1.04,1,1,0
19185,128,2,5,0.19,1,0,0
19186,49,1,434,12.84,1,0,0
19188,83,7,1,0.04,1,0,0
19189,80,2,3,0.09,2,0,1
19190,400,30,118,3.53,1,3,0
19191,450,30,12,0.38,1,1,0
19192,80,1,2,0.06,1,0,1
19193,82,1,88,2.76,1,0,1
19194,68,1,6,0.19,1,0,1
19195,200,3,62,3.19,2,3,0
19196,75,3,109,3.29,1,0,0
19197,120,1,18,0.55,1,0,1
19198,125,2,9,0.34,1,0,0
19201,110,2,9,0.27,1,0,0
19202,349,5,5,0.16,3,3,0
19203,85,2,5,0.16,1,0,1
19204,66,3,3,0.09,1,0,1
19205,75,1,45,1.33,4,0,1
19206,144,1,32,0.96,1,0,0
19207,550,1,2,0.17,3,1,0
19208,110,2,5,0.15,2,0,1
19209,51,1,45,1.35,4,0,1
19210,118,1,2,0.08,3,0,1
19211,70,1,60,1.84,3,0,1
19212,118,1,3,0.17,3,0,1
19215,135,2,22,0.66,1,0,0
19216,252,2,3,0.09,13,3,1
19217,300,1,23,0.69,5,3,0
19218,49,2,108,3.2,3,0,1
19219,40,5,65,1.94,2,0,1
19220,65,3,1,0.03,1,0,1
19221,160,3,1,0.03,1,3,0
19223,60,2,60,1.79,1,0,1
19224,35,1,114,3.48,1,0,1
19225,125,5,15,0.46,2,0,1
19226,105,30,7,0.24,1,0,0
19227,150,2,4,0.12,1,0,0
19228,73,25,13,0.48,5,0,1
19229,95,30,3,0.15,8,0,1
19230,75,1,13,0.39,8,0,1
19231,120,5,8,0.25,2,0,0
19233,199,2,1,0.03,1,3,0
19234,60,3,3,0.1,2,0,1
19235,88,1,82,2.45,1,0,1
19236,1000,30,17,0.51,11,1,0
19237,179,3,3,0.09,2,3,0
19238,120,1,4,0.12,1,0,0
19239,50,1,218,6.91,1,0,1
19240,110,7,3,0.21,2,0,1
19241,390,1,131,4.11,1,3,0
19242,269,3,8,0.24,12,3,1
19244,65,25,20,0.9,5,0,1
19245,150,7,12,0.39,1,0,0
19246,45,1,7,0.21,1,0,1
19247,105,4,10,0.33,1,0,1
19248,55,1,71,2.12,3,0,1
19249,105,1,92,2.75,1,0,0
19251,75,3,65,1.95,2,0,1
19252,38,1,11,0.35,1,0,1
19253,50,3,22,0.76,1,0,1
19254,70,7,15,0.45,1,0,1
19255,85,1,42,1.26,1,0,1
19256,70,1,76,2.28,1,0,1
19257,85,2,8,0.24,1,0,1
19258,180,3,7,0.21,1,3,0
19259,600,4,16,0.5,1,1,0
19260,75,3,11,0.35,1,0,1
19262,47,3,2,0.06,1,0,1
19263,300,2,6,0.18,1,3,0
19264,150,2,20,0.61,1,0,0
19265,225,1,51,1.63,1,3,0
19266,149,4,5,0.15,1,0,0
19267,100,1,154,4.6,1,0,1
19269,59,14,13,0.4,4,0,1
19270,2000,30,4,0.12,11,4,0
19271,77,28,10,0.3,1,0,1
19273,245,2,44,1.34,1,3,0
19274,50,2,7,0.23,1,0,1
19275,120,2,5,0.16,4,0,1
19276,55,8,1,0.05,1,0,1
19277,110,1,102,3.13,4,0,1
19278,150,3,10,0.38,3,0,1
19279,71,3,20,0.73,3,0,1
19280,300,2,7,0.21,1,3,0
19281,90,26,4,0.35,1,0,0
19282,65,2,3,0.09,1,0,1
19283,408,3,88,2.68,1,3,0
19284,78,1,73,2.18,1,0,1
19285,95,3,48,1.57,1,0,0
19286,99,1,31,2.63,1,0,1
19287,77,4,93,2.87,1,0,1
19288,120,3,4,0.13,1,0,0
19289,125,3,93,2.78,1,0,0
19290,90,3,3,0.09,1,0,1
19291,86,2,53,1.64,1,0,1
19292,99,3,47,1.41,2,0,1
19293,115,2,72,2.55,2,0,1
19294,32,2,1,0.03,1,0,1
19296,100,1,3,0.09,1,0,1
19298,95,6,20,0.6,2,0,0
19299,183,1,173,5.21,1,3,0
19300,150,2,110,3.38,1,0,0
19301,75,3,2,0.06,1,0,1
19302,150,4,77,2.45,1,0,0
19304,1500,4,1,0.18,5,1,1
19305,500,7,5,0.16,1,1,0
19306,100,1,73,2.37,1,0,0
19307,70,1,29,0.9,4,0,1
19308,99,3,11,0.33,1,0,1
19309,80,1,5,0.17,1,0,0
19310,79,2,16,1.12,1,0,1
19311,80,4,7,0.33,1,0,1
19312,200,2,102,3.5,3,3,0
19313,100,3,92,3.26,1,0,0
19314,200,2,28,1.32,1,3,0
19315,95,6,4,0.15,1,0,1
19316,135,2,19,0.6,1,0,0
19318,85,1,135,4.3,1,0,1
19320,275,2,32,1.14,3,3,0
19321,80,2,181,5.42,1,0,1
19322,108,1,1,0.03,1,0,1
19323,110,3,94,2.83,1,0,1
19324,95,3,56,1.71,1,0,1
19325,95,3,24,0.73,1,0,1
19326,160,2,129,3.91,1,0,0
19327,50,2,28,0.85,1,0,1
19328,45,7,14,0.42,3,0,1
19330,101,1,91,2.74,2,0,1
19331,174,4,12,0.44,1,3,0
19332,90,1,2,0.06,1,0,1
19333,65,2,69,2.08,2,0,1
19334,94,6,96,2.96,2,0,0
19335,39,2,66,2.01,3,0,1
19336,39,3,18,0.54,3,0,1
19337,65,1,113,3.63,1,0,1
19338,100,5,18,0.56,1,0,1
19339,100,3,24,0.72,1,0,0
19340,100,7,13,0.41,3,0,1
19341,29,1,73,2.2,1,0,1
19342,150,10,4,0.12,1,0,0
19343,110,2,3,0.12,1,0,1
19344,80,2,1,0.03,1,0,0
19346,37,3,30,0.98,1,0,1
19347,175,2,129,3.92,2,3,0
19348,375,2,40,1.54,2,3,0
19349,249,2,18,0.55,1,3,0
19350,80,1,15,0.45,1,0,1
19351,90,1,52,2.88,2,0,1
19352,90,2,1,0.03,1,0,1
19353,250,2,119,3.62,1,3,0
19355,180,2,134,4.17,1,3,0
19356,95,3,7,0.22,1,0,0
19357,205,1,23,0.91,1,3,1
19358,87,1,11,0.36,1,0,1
19360,69,4,126,3.81,1,0,1
19361,125,5,1,0.05,1,0,0
19362,30,7,4,0.43,2,0,2
19363,150,2,61,1.83,1,0,0
19364,98,1,42,1.27,5,0,1
19365,130,2,123,3.79,3,0,1
19366,122,3,32,1.06,1,0,0
19367,40,1,48,1.45,1,0,2
19368,29,5,3,0.1,1,0,1
19369,100,2,170,5.16,1,0,0
19370,90,1,1,0.03,5,0,1
19371,99,2,4,0.16,1,0,1
19373,49,2,55,1.68,1,0,1
19374,80,3,17,0.51,1,0,1
19375,60,3,2,0.07,1,0,1
19376,79,2,21,0.64,5,0,1
19377,145,2,101,3.07,1,0,0
19379,138,3,74,2.27,1,0,0
19380,90,2,87,2.62,4,0,1
19381,95,14,5,0.17,2,0,0
19382,65,1,23,0.81,2,0,2
19383,90,9,7,0.54,1,0,0
19384,130,3,34,1.28,1,0,0
19385,70,2,48,1.45,1,0,1
19387,100,1,7,0.21,1,0,1
19388,40,1,24,0.78,1,0,2
19389,33,1,20,0.77,1,0,1
19390,39,1,64,1.94,2,0,1
19392,75,1,19,0.57,1,0,1
19395,70,2,72,2.2,1,0,0
19396,250,3,16,0.49,1,3,0
19397,65,1,194,5.88,4,0,1
19398,40,5,19,0.62,3,0,1
19399,50,1,186,5.65,4,0,1
19400,78,3,5,0.16,1,0,0
19401,50,1,171,5.17,4,0,1
19402,72,3,9,0.49,4,0,1
19403,108,3,36,1.18,4,0,1
19404,108,3,6,0.36,4,0,1
19405,170,2,21,0.64,1,3,0
19406,125,2,118,3.69,4,0,0
19407,149,2,88,2.69,1,0,0
19408,125,1,12,0.38,1,0,0
19409,70,1,86,2.59,1,0,0
19410,120,2,13,0.4,1,0,0
19411,149,3,4,0.13,1,0,1
19413,150,2,74,2.34,1,0,1
19414,250,3,8,0.24,2,3,1
19415,375,5,3,0.33,1,3,0
19416,95,30,12,0.38,16,0,0
19417,129,30,2,0.06,12,0,0
19418,80,3,6,0.2,1,0,1
19419,45,1,45,1.36,2,0,1
19420,53,31,2,0.06,18,0,1
19421,125,30,8,0.36,91,0,0
19423,65,1,3,0.09,2,0,1
19428,99,1,2,0.09,1,0,1
19430,748,30,1,0.08,18,1,0
19431,45,2,109,3.3,1,0,1
19432,190,4,83,2.58,1,3,0
19433,80,1,202,6.13,1,0,0
19436,99,180,4,0.12,1,0,0
19437,229,10,9,0.27,1,3,0
19438,55,4,91,2.82,2,0,0
19439,189,1,4,0.12,1,3,1
19440,449,2,78,2.47,2,1,0
19441,202,30,3,0.11,96,3,0
19442,250,3,41,1.42,2,3,0
19444,52,3,16,0.49,1,0,1
19445,120,2,26,0.85,1,0,0
19446,90,2,61,1.84,3,0,1
19447,74,3,16,0.48,2,0,1
19448,75,4,9,0.53,1,0,0
19450,147,5,85,2.58,2,0,0
19451,50,2,3,0.09,1,0,1
19452,250,5,1,0.03,1,3,0
19453,40,5,3,0.16,1,0,1
19454,200,3,41,1.24,1,3,0
19455,80,4,116,3.5,2,0,1
19457,65,1,8,0.24,4,0,2
19458,70,1,30,0.91,1,0,1
19459,150,2,100,3.26,1,0,0
19460,135,3,21,0.67,1,0,0
19461,51,2,100,3.05,1,0,1
19462,335,4,59,1.89,1,3,0
19463,198,7,43,1.36,1,3,0
19464,120,6,3,0.09,1,0,1
19465,39,2,26,0.98,3,0,1
19467,87,2,36,1.11,1,0,0
19468,145,2,142,4.41,1,0,0
19469,80,1,7,0.22,1,0,1
19470,90,2,2,0.09,2,0,1
19471,125,7,29,0.95,1,0,0
19472,75,3,5,0.15,1,0,1
19473,140,2,43,1.32,1,0,0
19474,2000,5,1,0.16,1,4,1
19475,75,1,1,0.12,3,0,1
19476,150,45,6,0.21,12,0,0
19478,61,1,181,5.47,4,0,1
19479,160,2,97,3.0,1,0,0
19480,69,14,7,0.33,3,0,1
19481,199,3,20,0.66,3,3,1
19482,95,1,13,0.41,1,0,0
19483,120,3,1,0.1,1,0,1
19484,200,3,58,2.12,1,3,0
19485,190,5,18,0.57,1,3,0
19486,65,7,1,0.03,1,0,1
19487,160,2,68,2.05,1,0,0
19488,235,4,75,2.33,1,3,0
19489,35,2,5,0.18,2,0,1
19490,65,2,18,0.55,1,0,1
19492,55,14,20,0.61,4,0,1
19493,50,20,2,0.07,1,0,1
19494,100,6,1,0.03,1,0,0
19495,195,1,2,0.06,1,3,0
19496,100,3,86,3.02,1,0,0
19497,185,5,2,0.06,1,3,0
19498,135,1,12,0.37,1,0,0
19499,175,2,27,0.82,1,3,0
19500,345,3,13,0.41,2,3,0
19501,275,2,102,3.14,1,3,0
19502,230,8,4,0.17,1,3,1
19503,85,2,26,0.8,1,0,1
19504,130,3,10,0.39,1,0,0
19505,79,3,43,1.35,1,0,0
19506,110,1,1,0.03,1,0,1
19507,63,1,63,1.91,3,0,1
19508,35,1,117,4.66,4,0,1
19509,100,2,131,3.97,1,0,1
19510,120,1,107,3.25,1,0,1
19512,90,3,53,1.61,1,0,0
19513,350,5,2,0.06,1,3,0
19514,140,28,14,0.42,1,0,0
19515,90,5,10,0.3,3,0,1
19517,110,2,11,0.35,1,0,0
19519,40,2,2,0.06,1,0,1
19520,200,2,3,0.09,1,3,0
19521,60,1,5,0.16,2,0,1
19522,155,4,44,1.71,1,0,0
19523,75,2,1,0.03,2,0,1
19524,47,1,63,1.95,2,0,1
19525,139,2,151,4.64,2,0,0
19526,39,3,33,1.03,4,0,1
19527,79,2,74,2.24,2,0,1
19528,95,1,76,2.44,2,0,1
19529,93,1,209,6.35,1,0,0
19530,71,7,12,0.36,1,0,1
19531,88,2,19,0.62,1,0,0
19532,55,2,39,1.27,1,0,1
19533,115,5,5,0.16,1,0,0
19534,75,5,25,0.78,1,0,0
19535,135,7,7,0.22,1,0,0
19536,209,2,157,4.8,1,3,0
19537,185,2,145,4.59,1,3,0
19539,48,30,3,0.24,1,0,1
19541,78,3,87,2.68,1,0,1
19543,129,3,76,2.32,1,0,0
19544,126,1,188,5.81,1,0,0
19545,229,2,8,0.25,1,3,0
19546,110,3,7,0.22,1,0,1
19547,170,6,3,0.16,1,3,0
19548,55,4,104,3.29,1,0,1
19550,200,5,9,0.29,1,3,0
19552,140,7,1,0.03,1,0,0
19554,210,1,202,6.4,3,3,0
19555,65,1,16,0.5,1,0,1
19556,186,2,109,3.42,1,3,0
19557,100,5,54,1.69,2,0,0
19558,250,4,3,1.07,1,3,0
19559,89,5,1,0.03,1,0,1
19562,180,4,9,0.37,1,3,0
19563,50,4,82,2.52,2,0,1
19564,160,3,12,0.93,1,3,0
19566,145,30,5,0.23,3,0,0
19567,119,2,152,4.68,1,0,0
19568,49,1,12,0.37,1,0,1
19569,300,2,2,0.06,1,3,0
19570,140,2,66,2.05,3,0,1
19572,199,2,116,3.78,2,3,0
19573,125,3,91,2.8,1,0,0
19575,95,2,7,0.23,1,0,0
19576,60,1,92,2.85,1,0,1
19577,249,3,55,1.75,2,3,0
19578,160,30,2,0.09,1,3,0
19579,175,1,22,1.04,1,3,0
19580,40,2,59,1.9,1,0,1
19582,79,5,48,1.64,1,0,0
19583,236,1,23,0.71,1,3,0
19584,120,1,1,0.03,1,0,1
19585,120,3,117,3.6,1,0,0
19586,54,1,132,4.03,1,0,1
19587,56,2,9,0.4,1,0,1
19588,60,1,8,0.25,1,0,1
19589,90,2,73,2.31,1,0,1
19590,260,1,1,0.11,1,3,0
19591,125,2,8,0.26,1,0,0
19592,65,1,5,0.15,1,0,1
19593,120,30,6,0.29,1,0,0
19594,55,5,3,0.09,1,0,1
19595,130,3,7,0.21,1,0,0
19596,96,1,73,2.3,1,0,1
19597,109,1,228,6.97,3,0,1
19598,99,1,220,6.71,3,0,1
19599,55,3,4,0.13,1,0,1
19600,300,1,59,1.83,1,3,0
19602,155,1,1,0.04,1,0,1
19603,133,4,23,0.72,1,0,0
19604,180,3,5,0.15,2,3,0
19605,135,4,9,0.29,1,0,0
19606,179,1,4,0.13,1,3,1
19607,100,3,2,0.06,1,0,0
19608,100,2,17,0.52,1,0,1
19609,45,1,2,0.06,26,0,1
19610,250,4,12,0.37,1,3,0
19612,350,1,19,0.64,4,3,1
19613,95,1,22,0.68,2,0,1
19614,218,2,60,1.85,1,3,0
19615,176,2,80,2.52,2,3,0
19616,89,1,3,0.1,3,0,1
19617,160,3,90,3.17,1,0,0
19618,89,2,2,0.07,1,0,1
19619,79,3,18,0.57,1,0,0
19620,70,3,62,1.94,1,0,1
19622,150,30,3,0.09,1,0,0
19623,63,5,9,0.28,1,0,1
19624,63,2,20,0.62,1,0,1
19625,55,1,5,0.15,2,0,1
19626,90,3,3,0.09,1,0,1
19627,164,2,1,0.03,1,3,0
19628,40,1,117,3.63,1,0,1
19629,250,3,2,0.11,1,3,0
19630,95,5,45,1.4,2,0,1
19631,90,4,61,1.9,2,0,1
19632,111,1,74,2.28,1,0,1
19633,120,2,56,1.82,1,0,0
19634,95,4,20,1.81,1,0,0
19635,175,21,5,0.19,1,3,0
